name,cas,odor_descriptors
ethyl methyl mercaptopropionate,13327-56-5,apple fruity metallic pine pineapple pulpy ripe sulfury tomato
ethyl methyl sulfide,624-89-5,cabbage coffee garlic meaty pyridene sulfury tomato vegetable
ethyl methyl trisulfide,31499-71-5,alliaceous garlic green onion
ethyl methyl-para-tolyl glycidate,74367-97-8,berry cherry floral fruity green powdery sweet
ethyl myristate,124-06-1,orris sweet violet waxy
ethyl nitrite,109-95-5,ethereal fruity rummy sweet
ethyl nonanoate,123-29-5,fruity natural rose rum tropical waxy wine
ethyl octanoate,106-32-1,apricot banana brandy fruity pear sweet waxy wine
ethyl ortho-anisate,7335-26-4,berry floral fruity raspberry rose tuberose ylang
ethyl palmitate,628-97-7,balsamic creamy fruity greasy mild milky oily waxy
ethyl para-anisate,94-30-4,anise aniseed fruity tarragon
ethyl para-methyl-beta-phenyl glycidate,52788-71-3,berry floral raspberry rose sweet
ethyl paraben,120-47-8,mild phenolic
ethyl pentadecanoate,41114-00-5,honey sweet
ethyl phenoxyacetate,2555-49-9,floral green rose
ethyl phenyl acetate,101-97-3,balsam cocoa floral honey rose sweet
ethyl pivalate,3938-95-2,fruity
ethyl propionate,105-37-3,apple fruit fruity grape juicy juicy fruit pine pineapple rum sweet
ethyl propyl disulfide,30453-31-7,alliaceous garlic green onion
ethyl propyl trisulfide,31499-70-4,alliaceous garlic green onion
ethyl protocatechuate,3943-89-3,phenolic
ethyl pyruvate,617-35-6,caramel ether fruity rum sharp sweet vegetable
ethyl safranate,35044-59-8,apple damascon fresh herbal natural rose woody
ethyl salicylate,118-61-6,balsam floral green mint spicy sweet wintergreen
ethyl stearate,111-61-5,mild waxy
ethyl undecanoate,627-90-7,coconut cognac fatty soapy waxy
ethyl undecylenate,692-86-4,clean cognac creamy fruity soapy waxy
ethyl valerate,539-82-2,apple fruity green pine pineapple sweet tropical
ethyl vanillate,617-05-0,burnt guaiacol metallic phenolic powdery smoky
ethyl vanillin,121-32-4,caramel creamy sweet vanilla
ethyl vanillin acetate,72207-94-4,milky vanilla
ethyl vanillin diethyl acetal,72797-28-5,vanilla
ethyl vanillin hexylene glycol acetal,52514-67-7,creamy phenolic sweet vanilla
ethyl vanillin isobutyrate,188417-26-7,chocolate creamy milk sweet vanilla
ethyl vanillin propylene glycol acetal,68527-76-4,creamy spicy sweet vanilla
ethyl vinyl ketone,1629-58-9,garlic mustard onion peppery pungent
ethyl-2-cyclopentenyl acetate,15848-49-4,apple fruity jackfruit pear pine pineapple plum
ethylene brassylate,105-95-3,ambrette floral musk powdery sweet woody
ethylene dodecanoate,54982-83-1,animal clean musk sweet waxy
ethylene glycol diacetate,111-55-7,alcoholic estery floral green
ethylene mercaptan,540-63-6,meaty sulfury
eucalyptus absolute,8000-48-4,eucalyptus
eucalyptus absolute replacer,,eucalyptus
eucalyptus australiana type oil,,aldehydic cineole herbal sweet
"eucalyptus australiana var. ""b"" oil",,camphor fresh peppery
eucalyptus camaldulensis leaf oil ethiopia,97675-74-6,herbal
eucalyptus camaldulensis leaf oil jerusalem,97675-74-6,terpenic
eucalyptus citriodora oil,129828-24-6,balsamic citronella floral fresh rosy
eucalyptus citriodora oil terpenes,,terpenic weedy
eucalyptus dalrympleana maiden leaf oil ethiopia,,herbal
eucalyptus deaneti maiden leaf oil ethiopia,,herbal
eucalyptus delegatensis r. baker leaf oil ethiopia,,herbal
"eucalyptus dives var. ""C"" oil",,eucalyptus herbal
eucalyptus globulus bicostata oil,,herbal
eucalyptus globulus bud oil,,herbal
eucalyptus globulus fruit oil,8000-48-4,herbal
eucalyptus globulus leaf extract,84625-32-1,eucalyptus
eucalyptus globulus leaf tincture,84625-32-1,eucalyptus
eucalyptus globulus leaf water,84625-32-1,eucalyptus
eucalyptus globulus leaf/twig oil,8000-48-4,eucalyptus
eucalyptus globulus maidenii f. muell oil,,eucalyptus herbal
eucalyptus globulus oil,8000-48-4,camphor eucalyptol herbal
eucalyptus globulus oil burundia,8000-48-4,eucalyptus herbal
eucalyptus globulus oil pakistan,8000-48-4,eucalyptus herbal
eucalyptus globulus oil rwanda,8000-48-4,eucalyptus herbal
eucalyptus globulus oil terpenes,,citronella
eucalyptus globulus oil zambia,8000-48-4,eucalyptus herbal
eucalyptus globulus pseudoglobulus oil,97926-41-5,herbal
eucalyptus grandis w. hill ex maiden leaf oil ethiopia,,balsamic
eucalyptus leucoxylon leaf oil algeria,92456-85-4,harsh sweet terpene
eucalyptus macarthurii oil,92113-39-8,balsamic fresh fruity rose sweet woody
eucalyptus maculata citriodora oil,85203-56-1,rose
eucalyptus nitens (deane et maiden) maiden leaf oil ethiopia,,herbal
eucalyptus numerosa type oil,,bitter fresh minty peppery spicy terpene
eucalyptus oil replacer,,eucalyptus
eucalyptus oil terpenes,68917-30-6,eucalyptus
eucalyptus phellandra oil,90028-52-7,camphor cooling fresh strong sweet
eucalyptus polybractea oil,91771-67-4,camphor cooling fresh strong sweet
eucalyptus radiata leaf/stem oil,92201-64-4,camphor eucalyptol herbal minty rose rosemary terpenic tropical
eucalyptus saligna smith leaf oil ethiopia,,balsamic
eucalyptus smithii leaf oil,91771-68-5,cineole eucapharma fresh oil
eucalyptus staigeriana oil,91771-69-6,fresh fruity lemon lemony sweet
eucalyptus tereticornis smith leaf oil ethiopia,,herbal
eucalyptus urophylla s.t. blake leaf oil ethiopia,,herbal
eucalyptus viminalis labill. leaf oil ethiopia,,herbal
eucarvone,503-93-5,minty
eugenol,97-53-0,clove spicy sweet woody
eugenol isoamyl ether,209051-79-6,cacao honey vanilla
eugenone,480-27-3,odorless
eugenyl acetate,93-28-7,carnation clove floral fresh malt spice sweet woody
eugenyl benzoate,531-26-0,balsam clove mild
eugenyl formate,10031-96-6,dry orris warm woody
eugenyl isovalerate,61114-24-7,clove fruity spicy
eugenyl phenyl acetate,10402-33-2,carnation honey spicy sweet
european hazelnut absolute,84012-21-5,hazelnut
european hazelnut oil CO2 extract,185630-72-2,hazelnut
european hazelnut oleoresin,84012-21-5,hazelnut nutty
evergreen fragrance,,evergreen green
evernia prunastri lichen,9000-50-4,grassy green oily quinoline sweet
evodia rutaecarpa fruit oil,1137739-11-7,green herbal mandarin mango papaya sharp
exaltone (Firmenich),502-72-7,animal greasy musk natural powdery
exo-isocitral,55050-40-3,aldehydic bois bois de rose de floral juicy lemon lemongrass rose
exolide replacer,,musk
farnesal,19317-11-4,floral minty
farnesol,4602-84-0,angelica floral fresh linden mild sweet
farnesyl acetate,29548-30-9,citrus cortex floral green metallic muguet orchid rose waxy
farnesyl acetone,762-29-8,creamy floral fruity wine
farnesyl palmitoleate,157501-13-8,citrus floral green rose sweet waxy woody
fenchol,1632-73-1,borneol camphor dry lemon pine sweet woody
fenchyl acetate,13851-11-1,citrus fir fresh herbal pine sweet
fennel fragrance,,anise caraway earthy fennel green raw spicy sweet woody
fenugreek absolute,68990-15-8,balsam celery coumarin maple spicy sweet
fenugreek concrete,68990-15-8,fenugreek
fenugreek oleoresin,977018-53-3,caramellic cocoa coffee lovage maple molasses parsley roasted sweet
fenugreek resinoid,84625-40-1,cocoa coffee lovage maple roasted
fenugreek seed,977155-29-5,fenugreek
fenugreek seed oil,84625-40-1,fenugreek
fern absolute,84650-05-5,bark earthy green sweet woody
ferric ammonium citrate green salt,1185-57-5,odorless
ferrous gluconate,299-29-6,caramellic
ferrous sulfate anhydrous,7720-78-7,odorless
ferula assa-foetida absolute,9000-04-8,balsam garlic onion sweet
ferula assa-foetida fluid extract,90028-70-9,garlic
ferula assa-foetida gum,9000-04-8,asafetida
ferula assa-foetida gum extract,90028-70-9,asafetida
ferula assa-foetida gum oil,72869-70-6,alliaceous green onion savory sulfury vegetable
ferula assa-foetida oleoresin,9000-04-8,asafetida
ferula galbaniflua gum,93165-40-3,galbanum
ferula galbaniflua gum extract,93165-40-3,earthy green
ferula galbaniflua water,93165-40-3,galbanum
ferula kokanica gum extract,9000-24-2,galbanum
ferula kokanica resin oil,9000-24-2,galbanum
feverfew flower oil,89997-65-9,herbal
feverfew leaf oil belgium,89997-65-9,camphoreous
fig crotonate,68039-69-0,date fig fruity grape grape skin green prune skin waxy
fig fragrance,,fig
fig leaf absolute,68916-52-9,coumarin green herbal honey tobacco
fig specialty,,fig
filbert fragrance,,filbert
filbert heptenone,81925-81-7,filbert hazelnut ketonic myrcene nut nut skin raw skin sweet
filbert heptenone B,409-02-9,hazelnut nutty
filbert hexenone,5166-53-0,berry cheese sweet
filbert pyrazine,15707-23-0,bread corn earthy musty nutty peanut raw
fir balsam absolute,8007-47-4,balsam berry fir floral green mossy pine sweet woody
fir balsam absolute (abies balsamea),8021-28-1,fir fir needle needle
fir balsam concrete,8007-47-4,balsam berry fir green pine sweet woody
fir balsam oleoresin canada,8024-15-5,fir fir needle needle sweet woody
fir balsam oleoresin oregon,8016-42-0,balsamic fir fir needle needle
fir balsam oregon,8050-89-3,balsamic fir fir needle fresh needle pine resinous sweet woody
fir carboxylate,52557-97-8,fir fruity green natural pine woody
fir needle oil canada,8021-28-1,balsam fir fir needle fresh needle woody
fir needle oil replacer,,fir fir needle needle
fir needle oil siberia,8021-29-2,dry earthy fir forest fresh woody
fir needle oil terpeneless canada,,balsamic fir fir needle fresh needle woody
fish thiol,28588-74-1,fish meaty metallic sulfury
fleabane oil (conyza canadensis),8007-27-0,herbal
fleabane oil (erigeron canadensis),8007-27-0,basil fresh herbal licorice spicy sweet wine
fleuramone (IFF),137-03-1,fresh fruity isojasmone oily peach tropical
floral aldehydic fragrance,,aldehydic floral
floral bouquet fragrance,,floral
floral butanal,125109-85-5,floral flower fresh green lily lily of the valley linden linden flower muguet of the valley
floral fragrance,,floral
floral fruity fragrance,,floral fruity
floral green fragrance,,floral green
floral methanol,68480-15-9,earthy floral leather minty
floral musk fragrance,,floral musk
floral nitrile,134123-93-6,anisic herbal marine ozone seashell
floral oriental fragrance,,floral oriental
floral powdery fragrance,,floral powdery
floral pyran,60335-71-9,floral geranium green metallic rose
floral pyranol,63500-71-0,clean floral fresh linalool muguet natural soft
floral specialty,,floral
floral spice fragrance,,floral spice
floral undecenone,1322-58-3,balsam dry floral rose sweet woody
floral woody fragrance,,floral woody
florida breeze fragrance,,balsamic floral fruity herbal jasmin melon mossy musk
florida soap fragrance,,balsamic cinnamon citrus fresh herbal spicy woody
flouve absolute,68916-09-6,coumarin hay herbal sweet
flouve blossom fragrance,,coumarinic floral hay herbal mossy tonka
flower hexene,292605-05-1,bell floral fresh green pear pepper radish tropical
foeniculin,78259-41-3,foliage green withering
foeniculum vulgare capillaceum fruit extract,92347-02-9,fennel
foeniculum vulgare fruit,977001-13-0,anethol green herbal sweet
foeniculum vulgare fruit extract,84625-39-8,fennel
foeniculum vulgare mill. var. dulce d.c. fruit extract,84455-29-8,fennel
foeniculum vulgare piperitum fruit extract,93685-73-5,fennel
foeniculum vulgare vulgare fruit extract,92623-75-1,fennel
fokienol,,balsam floral woody
foliage specialty,,cortex earthy grassy green hay leafy weedy woody
folic acid,59-30-3,odorless
forest fragrance,,forest
formic acid,64-18-6,formyl pungent vinegar
formoxymethyl isolongifolene,59056-70-1,amber cedar clary dry sage vetiver woody
fortunella margarita fruit extract,938464-05-2,kumquat
fortunella margarita oil,938464-05-2,kumquat
fougere herbal fragrance,,fougere herbal
fougere woody fragrance,,fougere woody
fragaria vesca leaf absolute,84929-78-2,bergamot brown chamomile earthy green ham leaf sugar tea violet violet leaf weedy
fragaria virginiana extract,90131-36-5,berry raw strawberry
frangula alnus bark extract,84625-48-9,woody
frankincense absolute,8016-36-2,balsamic herbal incense terpenic woody
frankincense fragrance,,frankincense incense
frankincense gum,8050-07-5,fresh old olibanum wood woody
frankincense gum (boswellia serrata),97952-72-2,frankincense incense
frankincense gum papyrifera,89957-99-3,incense resinous terpenic woody
frankincense oil,8016-36-2,incense old peppery pine resinous spicy terpenic wood woody
frankincense oil (boswellia serrata),97952-72-2,frankincense incense
frankincense oil CO2 extract,8016-36-2,incense old terpene wood woody
frankincense oil CO2 extract (boswellia serrata),97952-72-2,frankincense incense
frankincense oil replacer,,incense old terpenic wood woody
frankincense resin,8050-07-5,amber incense old wood
frankincense resinoid,8050-07-5,balsamic incense old pine resinous spicy terpenic wood
frankincense resinoid (boswellia serrata),97952-72-2,frankincense incense
frankincense resinoid replacer,,balsamic incense old pine resinous spicy terpenic wood
frankincense wood specialty,,incense resinous woody
freesia acetate,72403-67-9,citrus freesia fresh green lily magnolia sweet
freesia fragrance,,freesia
freesia heptanol,13254-34-7,citrus dihydrolinalool floral fresh herbal woody
freesia specialty,,floral freesia fresh natural
french vanilla fragrance,,sweet vanilla
fresh & clean fragrance,,& clean fresh
fresh carbaldehyde,93904-56-4,aldehyic fatty green metallic
fresh decan-2-one,831213-72-0,minty
fresh nitrile,68311-05-7,green ozone woody
fresh outdoors fragrance,,balsamic floral fresh green hay herbal mown new ozone rain
fruit cocktail fragrance,,fruity
fruit specialty,,fruity
fruity butanate,113889-23-9,balsam fruity green orchid peach woody
fruity carboxylate,80623-07-0,candy floral fruity ripe rum sweet
fruity cyclopentanone,65443-14-3,apricot fruity herbal jasmin lactonic lavender peach
fruity floral fragrance,,floral fruity
fruity green fragrance,,fruity green
fruity ketal,6290-17-1,apple berry fresh fruity licorice raw strawberry
fruity musk fragrance,,fruity musk
fucoserratene,33580-05-1,green plastic
fuji apple essence,,apple
fumaric acid,110-17-8,odorless
fungus fragrance,,earthy fungus mushroom
furan,110-00-9,ethereal
furfural,98-01-1,almond baked bread fragrant sweet woody
furfural acetone,623-15-4,balsam cinnamon spicy sweet vanilla warm
furfural diethyl acetal,13529-27-6,earthy fruity mushroom
furfural propylene glycol acetal,4359-54-0,sweet
furfuryl 2-methyl-3-furyl disulfide,109537-55-5,meaty sulfurous
furfuryl acetate,623-17-6,banana fruity horseradish radish sweet
furfuryl acetone,699-17-2,caramel spicy
furfuryl alcohol,98-00-0,alcoholic bread caramel chemical coffee musty sweet
furfuryl butyrate,623-21-2,fruity grape green
furfuryl decanoate,39252-05-6,caramellic fatty
furfuryl ethyl ether,6270-56-0,spicy sweet
furfuryl formate,13493-97-5,ethereal
furfuryl heptanoate,39481-28-2,green
furfuryl hexanoate,39252-02-3,fatty green musty waxy
furfuryl isobutyrate,6270-55-9,coffee fruity
furfuryl isopropyl sulfide,1883-78-9,coffee floral meaty savory
furfuryl isovalerate,13678-60-9,berry fruity grape plum ripe
furfuryl mercaptan,98-02-2,burnt coffee fatty oily roasted smoky sulfury
furfuryl methyl ether,13679-46-4,coffee roasted
furfuryl methyl sulfide,1438-91-1,garlic horseradish onion pungent radish sulfury vegetable
furfuryl octanoate,39252-03-4,fruity metallic peach sweet waxy
furfuryl phenyl acetate,36707-28-5,honey
furfuryl propionate,623-19-8,banana coffee fruity green oily spicy sweet
furfuryl propyl disulfide,252736-36-0,alliaceous garlic sulfurous
furfuryl thenyl ether,,berry elderberry elderberry-like green woody
furfuryl thioacetate,13678-68-7,burnt coffee nutty roasted sulfury
furfuryl thiopropionate,59020-85-8,coffee garlic onion savory sulfurous
furfuryl valerate,36701-01-6,apple cheesy fruity pine pineapple sweet tropical
fusel oil,8013-75-0,alcoholic fruity sweet woody
galangal root,977038-75-7,galanga
galangal root oil,8024-40-6,camphor cardamom fresh ginger laurel leaf spicy woody
galangal root oleoresin,90320-42-6,balsam fresh spicy woody
galbanum absolute,93165-40-3,balsam earthy green metallic woody
galbanum absolute replacer,8023-91-4,balsam dry green
galbanum decatriene,16356-11-9,fresh galbanum greasy green pepper resin
galbanum essence,,galbanum
galbanum oil,8023-91-4,balsamic cortex earthy fresh green metallic rooty woody
galbanum oil CO2 extract,8023-91-4,galbanum
galbanum oil replacer,,galbanum
galbanum oil terpeneless,68916-54-1,cortex earthy green metallic peas strong
galbanum oleoresin,,balsam green leafy pepper resin woody
galbanum oxyacetate,68901-15-5,apple fruity galbanum green herbal leafy pine pineapple spicy woody
galbanum resinoid,9000-24-2,balsam dry foliage green pepper rich woody
galbanum resinoid replacer,,balsamc dry foliage green pepper rich woody
galbanum specialty,,forest fresh fruity galbanum green needle pine tropical
galbascone (IFF),56973-85-4,apple earthy fresh galbanum green narcissus pine pineapple weedy
gamma-aminobutyric acid,56-12-2,meaty savory
gamma-butyrolactone,96-48-0,caramel creamy fatty oily
gamma-cyclodextrin,17465-86-0,odorless
gamma-damascone,35087-49-1,apple cooked floral fruity green plum rose thujonic tobacco
gamma-decalactone,706-14-9,buttery coconut fresh oily peach sweet waxy
gamma-dodecalactone,2305-05-7,fatty fruity metallic peach sweet
gamma-eudesmol,1209-71-8,sweet waxy
gamma-gurjunene,22567-17-5,musty
gamma-heptalactone,105-21-5,caramel coconut hay nutty sweet tonka
gamma-hexalactone,695-06-7,coconut coumarin herbal sweet tobacco
gamma-ionone,79-76-5,floral woody
gamma-muurolene,30021-74-0,herbal spice woody
gamma-nonalactone (aldehyde C-18 (so-called)),104-61-0,buttery coconut creamy oily sweet waxy
gamma-octadecalactone,502-26-1,fatty waxy
gamma-octalactone,104-50-7,coconut creamy dairy fatty sweet tonka waxy
gamma-selinene,515-17-3,woody
gamma-terpinene,99-85-4,herbal lemon lemon/lime lime oily terpene tropical woody
gamma-terpineol,586-81-2,lilac pine terpineol
gamma-thiobutyrolactone,1003-10-7,burnt garlic
gamma-undecalactone (aldehyde C-14 (so-called)),104-67-6,apricot coconut creamy fatty fruity ketonic lactonic peach
gamma-valerolactone,108-29-2,cocoa herbal sweet tobacco warm woody
gardenia absolute,68916-47-2,floral gardenia green rich sweet
gardenia acetal,5182-36-5,citrus fresh gardenia green natural
gardenia amide,84434-18-4,cedar citrus fresh grape grapefruit natural oily woody
